"shiny_file","id","variation","shiny_jpeg","shiny_primary_colour","shiny_second_colour","shiny_primary_colour_count","shiny_second_colour_count","shiny_primary_red","shiny_primary_green","shiny_primary_blue","shiny_second_red","shiny_second_green","shiny_second_blue","non_shiny_file","non_shiny_jpeg","non_shiny_primary_colour","non_shiny_second_colour","non_shiny_primary_colour_count","non_shiny_second_colour_count","non_shiny_primary_red","non_shiny_primary_green","non_shiny_primary_blue","non_shiny_second_red","non_shiny_second_green","non_shiny_second_blue","distance_primary","distance_second","primary_col_count","secondary_col_count","primary_col_pc","secondary_col_pc","distance_overall"
"pokemon_icon_143_00_shiny.png","143","_00","pokemon_icon_143_00_shiny.jpeg","#204688","#DBD4BA",11893,10721,32,70,136,219,212,186,"pokemon_icon_143_00.png","pokemon_icon_143_00.jpeg","#0D5E76","#D5CDBD",11895,9716,13,94,118,213,205,189,35.5105618091294,9.69535971483266,23788,20437,0.537885811192764,0.462114188807236,21.6249308895335
"pokemon_icon_144_00_shiny.png","144","_00","pokemon_icon_144_00_shiny.jpeg","#7197C6","#ABD8EF",6237,4938,113,151,198,171,216,239,"pokemon_icon_144_00.png","pokemon_icon_144_00.jpeg","#4777BD","#86BCE6",6175,4543,71,119,189,134,188,230,53.5630469633683,47.2652091923859,12412,9481,0.56693920431188,0.43306079568812,49.9925558286022
"pokemon_icon_145_00_shiny.png","145","_00","pokemon_icon_145_00_shiny.jpeg","#D7A542","#25221C",8269,1318,215,165,66,37,34,28,"pokemon_icon_145_00.png","pokemon_icon_145_00.jpeg","#E2B459","#28251F",8217,1376,226,180,89,40,37,31,29.5803989154981,5.19615242270663,16486,2694,0.859541188738269,0.140458811261731,8.62113469859715
"pokemon_icon_146_00_shiny.png","146","_00","pokemon_icon_146_00_shiny.jpeg","#FCB30B","#ED7C77",6944,5342,252,179,11,237,124,119,"pokemon_icon_146_00.png","pokemon_icon_146_00.jpeg","#F38927","#FBE332",6774,5235,243,137,39,251,227,50,51.2737749731771,124.763776794389,13718,10577,0.564642930644165,0.435357069355835,92.769384974551
"pokemon_icon_147_00_shiny.png","147","_00","pokemon_icon_147_00_shiny.jpeg","#D6BCD2","#AE7CA4",1068,414,214,188,210,174,124,164,"pokemon_icon_147_00.png","pokemon_icon_147_00.jpeg","#BEC8D8","#7B8EB9",996,453,190,200,216,123,142,185,27.495454169735,58.0172388174411,2064,867,0.704196519959058,0.295803480040942,48.9887887015895
"pokemon_icon_148_00_shiny.png","148","_00","pokemon_icon_148_00_shiny.jpeg","#D8BFD2","#C17695",1818,1534,216,191,210,193,118,149,"pokemon_icon_148_00.png","pokemon_icon_148_00.jpeg","#B1C6DA","#6990C3",1834,1498,177,198,218,105,144,195,40.4227658628155,102.645019362851,3652,3032,0.546379413524835,0.453620586475165,74.4197242383584
"pokemon_icon_149_00_shiny.png","149","_00","pokemon_icon_149_00_shiny.jpeg","#6C8B66","#B6C997",6516,4565,108,139,102,182,201,151,"pokemon_icon_149_00.png","pokemon_icon_149_00.jpeg","#E6BC71","#9F844B",7380,3651,230,188,113,159,132,75,131.931800563776,105.195056918089,13896,8216,0.628437047756874,0.371562952243126,115.129440320448
"pokemon_icon_150_00_shiny.png","150","_00","pokemon_icon_150_00_shiny.jpeg","#BEC3C6","#66A75E",5052,2736,190,195,198,102,167,94,"pokemon_icon_150_00.png","pokemon_icon_150_00.jpeg","#C8BFD2","#93799A",4864,2865,200,191,210,147,121,154,16.1245154965971,87.9829528942965,9916,5601,0.639041051749694,0.360958948250306,62.0450069083125
"pokemon_icon_151_00_shiny.png","151","_00","pokemon_icon_151_00_shiny.jpeg","#89B9C9","#B0E7F1",983,783,137,185,201,176,231,241,"pokemon_icon_151_00.png","pokemon_icon_151_00.jpeg","#C89DB4","#F0CCE0",937,753,200,157,180,240,204,224,72.069410986909,71.5122367151245,1920,1536,0.555555555555556,0.444444444444444,71.7598697248065
"pokemon_icon_152_00_shiny.png","152","_00","pokemon_icon_152_00_shiny.jpeg","#D2E781","#A98C5B",1470,552,210,231,129,169,140,91,"pokemon_icon_152_00.png","pokemon_icon_152_00.jpeg","#C9E3A9","#76A965",1485,530,201,227,169,118,169,101,41.194659848092,59.514704065466,2955,1082,0.731979192469656,0.268020807530344,54.6045510203338
"pokemon_icon_153_00_shiny.png","153","_00","pokemon_icon_153_00_shiny.jpeg","#DCAE7A","#B19042",6354,2314,220,174,122,177,144,66,"pokemon_icon_153_00.png","pokemon_icon_153_00.jpeg","#D3C580","#86AB55",5541,3159,211,197,128,134,171,85,25.4165300542777,54.2125446737192,11895,5473,0.684880239520958,0.315119760479042,45.1383514440898
"pokemon_icon_154_00_shiny.png","154","_00","pokemon_icon_154_00_shiny.jpeg","#C7C449","#DD752D",10014,3248,199,196,73,221,117,45,"pokemon_icon_154_00.png","pokemon_icon_154_00.jpeg","#A6C173","#D05963",9933,3218,166,193,115,208,89,99,53.497663500381,62.2012861603359,19947,6466,0.755196304849885,0.244803695150115,60.0706071719867
"pokemon_icon_154_01_shiny.png","154","_01","pokemon_icon_154_01_shiny.jpeg","#C7C449","#DD752D",9911,3251,199,196,73,221,117,45,"pokemon_icon_154_01.png","pokemon_icon_154_01.jpeg","#A5C173","#D05963",9839,3217,165,193,115,208,89,99,54.1202365109392,62.2012861603359,19750,6468,0.753299260050347,0.246700739949653,60.2076852322599
"pokemon_icon_155_00_shiny.png","155","_00","pokemon_icon_155_00_shiny.jpeg","#E4C686","#8A6041",1016,584,228,198,134,138,96,65,"pokemon_icon_155_00.png","pokemon_icon_155_00.jpeg","#E3C686","#2B6867",1023,577,227,198,134,43,104,103,1,102.630404851584,2039,1161,0.6371875,0.3628125,65.7576235913686
"pokemon_icon_156_00_shiny.png","156","_00","pokemon_icon_156_00_shiny.jpeg","#8A5B3F","#DEB87B",2293,1797,138,91,63,222,184,123,"pokemon_icon_156_00.png","pokemon_icon_156_00.jpeg","#2A6463","#DCB87A",2269,1820,42,100,99,220,184,122,102.922300790451,2.23606797749979,4562,3617,0.557769898520602,0.442230101479398,46.7625509319494
"pokemon_icon_157_00_shiny.png","157","_00","pokemon_icon_157_00_shiny.jpeg","#E8CE7F","#8E635A",14250,2153,232,206,127,142,99,90,"pokemon_icon_157_00.png","pokemon_icon_157_00.jpeg","#E7CD7F","#535864",14316,2071,231,205,127,83,88,100,1.4142135623731,60.844062980705,28566,4224,0.871180237877402,0.128819762122598,53.1883239156537
"pokemon_icon_158_00_shiny.png","158","_00","pokemon_icon_158_00_shiny.jpeg","#8CD2A7","#66A57F",1367,1031,140,210,167,102,165,127,"pokemon_icon_158_00.png","pokemon_icon_158_00.jpeg","#7ACFDC","#629DA9",1347,1014,122,207,220,98,157,169,56.0535458289661,42.9418211071678,2714,2045,0.570287875604119,0.429712124395881,48.5760881918657
"pokemon_icon_159_00_shiny.png","159","_00","pokemon_icon_159_00_shiny.jpeg","#A3D7AC","#6CA28A",4621,2418,163,215,172,108,162,138,"pokemon_icon_159_00.png","pokemon_icon_159_00.jpeg","#83CDE0","#AFA87C",4296,2655,131,205,224,175,168,124,61.8708331930321,68.7095335452075,8917,5073,0.637383845604003,0.362616154395997,66.2297103224351
"pokemon_icon_160_00_shiny.png","160","_00","pokemon_icon_160_00_shiny.jpeg","#95CFB3","#629A90",10825,9740,149,207,179,98,154,144,"pokemon_icon_160_00.png","pokemon_icon_160_00.jpeg","#60AFD3","#BF9A84",16274,4368,96,175,211,191,154,132,69.6921803361037,93.7709976485267,27099,14108,0.657630985026816,0.342369014973184,85.5271566835532
"pokemon_icon_161_00_shiny.png","161","_00","pokemon_icon_161_00_shiny.jpeg","#EBD397","#A8725D",2627,1519,235,211,151,168,114,93,"pokemon_icon_161_00.png","pokemon_icon_161_00.jpeg","#D49A7C","#845E4B",2377,1590,212,154,124,132,94,75,67.1341939699882,44.9444101084885,5004,3109,0.616787871317638,0.383212128682362,53.4478044170553
"pokemon_icon_162_00_shiny.png","162","_00","pokemon_icon_162_00_shiny.jpeg","#BC5A72","#D9BAB9",2677,2080,188,90,114,217,186,185,"pokemon_icon_162_00.png","pokemon_icon_162_00.jpeg","#E7CCA7","#94694E",3488,2786,231,204,167,148,105,78,132.868355901622,150.900629554684,6165,4866,0.558879521348926,0.441120478651074,142.946224369678
"pokemon_icon_163_00_shiny.png","163","_00","pokemon_icon_163_00_shiny.jpeg","#E3B55C","#4A3F36",3553,1259,227,181,92,74,63,54,"pokemon_icon_163_00.png","pokemon_icon_163_00.jpeg","#CE9E7E","#645044",3012,1996,206,158,126,100,80,68,46.108567533594,34.0734500748016,6565,3255,0.668533604887984,0.331466395112016,38.0626870736172
"pokemon_icon_164_00_shiny.png","164","_00","pokemon_icon_164_00_shiny.jpeg","#958D40","#DCDD80",8877,5120,149,141,64,220,221,128,"pokemon_icon_164_00.png","pokemon_icon_164_00.jpeg","#88644C","#D6BB90",8674,5067,136,100,76,214,187,144,44.6542271235322,38.0525951808809,17551,10187,0.632742086668109,0.367257913331891,40.4770967527242
"pokemon_icon_165_00_shiny.png","165","_00","pokemon_icon_165_00_shiny.jpeg","#D9B360","#4F4738",6316,2156,217,179,96,79,71,56,"pokemon_icon_165_00.png","pokemon_icon_165_00.jpeg","#DA9A69","#4E443A",6370,2038,218,154,105,78,68,58,26.5894716006167,3.74165738677394,12686,4194,0.75154028436019,0.24845971563981,9.41841880933652
"pokemon_icon_165_01_shiny.png","165","_01","pokemon_icon_165_01_shiny.jpeg","#DAB35F","#504738",6385,2084,218,179,95,80,71,56,"pokemon_icon_165_01.png","pokemon_icon_165_01.jpeg","#DA9A68","#4F443A",6448,1956,218,154,104,79,68,58,26.5706605111728,3.74165738677394,12833,4040,0.760564215018076,0.239435784981924,9.20773767021918
"pokemon_icon_166_00_shiny.png","166","_00","pokemon_icon_166_00_shiny.jpeg","#DFAB48","#3D423E",4696,1625,223,171,72,61,66,62,"pokemon_icon_166_00.png","pokemon_icon_166_00.jpeg","#D36A63","#404041",4244,1612,211,106,99,64,64,65,71.4002801114954,4.69041575982343,8940,3237,0.734170978073417,0.265829021926583,22.4238337532834
"pokemon_icon_166_01_shiny.png","166","_01","pokemon_icon_166_01_shiny.jpeg","#DFAB47","#3B423E",4675,1438,223,171,71,59,66,62,"pokemon_icon_166_01.png","pokemon_icon_166_01.jpeg","#D36962","#3E3E40",4214,1427,211,105,98,62,62,64,72.3118247591637,5.3851648071345,8889,2865,0.756253190403267,0.243746809596733,21.6983246474071
"pokemon_icon_167_00_shiny.png","167","_00","pokemon_icon_167_00_shiny.jpeg","#B1B8DD","#3A576A",1147,303,177,184,221,58,87,106,"pokemon_icon_167_00.png","pokemon_icon_167_00.jpeg","#C4D686","#4B6E58",1164,377,196,214,134,75,110,88,93.9680796866681,33.7934904974316,2311,680,0.772651287194918,0.227348712805082,47.4741058931791
"pokemon_icon_168_00_shiny.png","168","_00","pokemon_icon_168_00_shiny.jpeg","#B891D1","#B89361",3046,2552,184,145,209,184,147,97,"pokemon_icon_168_00.png","pokemon_icon_168_00.jpeg","#D99078","#704350",4195,1530,217,144,120,112,67,80,94.9262871916942,108.963296572745,7241,4082,0.639494833524684,0.360505166475316,103.902882169014
"pokemon_icon_169_00_shiny.png","169","_00","pokemon_icon_169_00_shiny.jpeg","#DEA2CF","#9DA244",5109,3442,222,162,207,157,162,68,"pokemon_icon_169_00.png","pokemon_icon_169_00.jpeg","#647699","#A086C1",5453,3317,100,118,153,160,134,193,140.484874630688,128.132743668432,10562,6759,0.6097800357947,0.3902199642053,132.952791770382
"pokemon_icon_170_00_shiny.png","170","_00","pokemon_icon_170_00_shiny.jpeg","#BAECAA","#5F8FB4",1285,1281,186,236,170,95,143,180,"pokemon_icon_170_00.png","pokemon_icon_170_00.jpeg","#7184B3","#F1EFA4",1339,1164,113,132,179,241,239,164,127.381317311449,175.465096244239,2624,2445,0.517656342473861,0.482343657526139,152.272190446119
"pokemon_icon_171_00_shiny.png","171","_00","pokemon_icon_171_00_shiny.jpeg","#8B6BC2","#DBDC8A",5028,2371,139,107,194,219,220,138,"pokemon_icon_171_00.png","pokemon_icon_171_00.jpeg","#697BC3","#DED898",4943,2607,105,123,195,222,216,152,37.589892258425,14.8660687473185,9971,4978,0.667001137199813,0.332998862800187,22.4330761349891
"pokemon_icon_172_00_01_shiny.png","172","_00_01","pokemon_icon_172_00_01_shiny.jpeg","#E3BF53","#882F25",2614,1680,227,191,83,136,47,37,"pokemon_icon_172_00_01.png","pokemon_icon_172_00_01.jpeg","#EBD16B","#852D24",2744,1611,235,209,107,133,45,36,31.04834939252,3.74165738677394,5358,3291,0.619493583073188,0.380506416926812,14.1320289200044
"pokemon_icon_172_00_02_shiny.png","172","_00_02","pokemon_icon_172_00_02_shiny.jpeg","#E5C551","#514B5E",2997,1788,229,197,81,81,75,94,"pokemon_icon_172_00_02.png","pokemon_icon_172_00_02.jpeg","#EDD76C","#4C495A",3103,1714,237,215,108,76,73,90,33.4215499341368,6.70820393249937,6100,3502,0.635284315767548,0.364715684232452,16.4509801976248
"pokemon_icon_172_00_03_shiny.png","172","_00_03","pokemon_icon_172_00_03_shiny.jpeg","#DEA953","#513D2F",2323,831,222,169,83,81,61,47,"pokemon_icon_172_00_03.png","pokemon_icon_172_00_03.jpeg","#E9C868","#6D4139",2118,1068,233,200,104,109,65,57,39.0256326021757,30,4441,1899,0.700473186119874,0.299526813880126,32.7034189765823
"pokemon_icon_172_00_04_shiny.png","172","_00_04","pokemon_icon_172_00_04_shiny.jpeg","#43355B","#DFB14A",2545,2236,67,53,91,223,177,74,"pokemon_icon_172_00_04.png","pokemon_icon_172_00_04.jpeg","#44365B","#E9C55F",2561,2229,68,54,91,233,197,95,1.4142135623731,30.6757233003559,5106,4465,0.533486574025703,0.466513425974297,17.0248361433093
"pokemon_icon_172_00_05_shiny.png","172","_00_05","pokemon_icon_172_00_05_shiny.jpeg","#442B16","#DBB852",3215,2245,68,43,22,219,184,82,"pokemon_icon_172_00_05.png","pokemon_icon_172_00_05.jpeg","#442B16","#E4CA66",3221,2253,68,43,22,228,202,102,0,28.3725219182222,6436,4498,0.588622644960673,0.411377355039327,16.7007088957086
"pokemon_icon_172_00_07_shiny.png","172","_00_07","pokemon_icon_172_00_07_shiny.jpeg","#DDBA50","#454033",2990,1321,221,186,80,69,64,51,"pokemon_icon_172_00_07.png","pokemon_icon_172_00_07.jpeg","#DFC571","#423E31",3069,1311,223,197,113,66,62,49,34.8425027803687,4.12310562561766,6059,2632,0.697157979519043,0.302842020480957,13.4262299279194
"pokemon_icon_172_00_08_shiny.png","172","_00_08","pokemon_icon_172_00_08_shiny.jpeg","#DAB45A","#562620",2316,1457,218,180,90,86,38,32,"pokemon_icon_172_00_08.png","pokemon_icon_172_00_08.jpeg","#E2C66F","#55261F",2351,1463,226,198,111,85,38,31,28.7923600977759,1.4142135623731,4667,2920,0.615131145380256,0.384868854619744,11.9512094610651
"pokemon_icon_172_00_12_shiny.png","172","_00_12","pokemon_icon_172_00_12_shiny.jpeg","#DDBA50","#464033",2969,1326,221,186,80,70,64,51,"pokemon_icon_172_00_12.png","pokemon_icon_172_00_12.jpeg","#DFC571","#423E31",3047,1310,223,197,113,66,62,49,34.8425027803687,4.89897948556636,6016,2636,0.695330559408229,0.304669440591771,14.0218559771404
"pokemon_icon_172_00_shiny.png","172","_00","pokemon_icon_172_00_shiny.jpeg","#E7C750","#454133",3164,1299,231,199,80,69,65,51,"pokemon_icon_172_00.png","pokemon_icon_172_00.jpeg","#EFDB69","#434030",3184,1287,239,219,105,67,64,48,33,3.74165738677394,6348,2586,0.710543989254533,0.289456010745467,12.2106605206225
"pokemon_icon_173_00_shiny.png","173","_00","pokemon_icon_173_00_shiny.jpeg","#E6B8BF","#6B9473",1687,693,230,184,191,107,148,115,"pokemon_icon_173_00.png","pokemon_icon_173_00.jpeg","#ECC9BD","#A17B64",1537,1041,236,201,189,161,123,100,18.1383571472171,61.367743970265,3224,1734,0.650262202501009,0.349737797498992,46.2487934355403
"pokemon_icon_174_00_shiny.png","174","_00","pokemon_icon_174_00_shiny.jpeg","#DCAAC6","#6E3D46",1166,135,220,170,198,110,61,70,"pokemon_icon_174_00.png","pokemon_icon_174_00.jpeg","#DAAEB9","#6F4041",1101,134,218,174,185,111,64,65,13.7477270848675,5.91607978309962,2267,269,0.893927444794953,0.106072555205047,6.74680262386285
"pokemon_icon_175_00_12_shiny.png","175","_00_12","pokemon_icon_175_00_12_shiny.jpeg","#DFC8BC","#7D5B5C",2090,437,223,200,188,125,91,92,"pokemon_icon_175_00_12.png","pokemon_icon_175_00_12.jpeg","#DED3B9","#666D6C",2021,453,222,211,185,102,109,108,11.4455231422596,33.3016516106934,4111,890,0.822035592881424,0.177964407118576,29.4120386659012
"pokemon_icon_175_00_shiny.png","175","_00","pokemon_icon_175_00_shiny.jpeg","#E3CBBB","#7D595E",2218,413,227,203,187,125,89,94,"pokemon_icon_175_00.png","pokemon_icon_175_00.jpeg","#E1DAB7","#636A6D",2126,418,225,218,183,99,106,109,15.6524758424985,34.4963766213207,4344,831,0.839420289855072,0.160579710144928,31.4704284962576
"pokemon_icon_176_00_shiny.png","176","_00","pokemon_icon_176_00_shiny.jpeg","#D3CDBB","#626786",2250,223,211,205,187,98,103,134,"pokemon_icon_176_00.png","pokemon_icon_176_00.jpeg","#C3CAD0","#875354",2161,205,195,202,208,135,83,84,26.5706605111728,65.3375848956785,4411,428,0.911551973548254,0.0884480264517462,61.9087269422649
"pokemon_icon_177_00_shiny.png","177","_00","pokemon_icon_177_00_shiny.jpeg","#D3D659","#8C8637",1220,706,211,214,89,140,134,55,"pokemon_icon_177_00.png","pokemon_icon_177_00.jpeg","#7AA83B","#D49E54",1226,697,122,168,59,212,158,84,104.580112832221,81.2465383877984,2446,1403,0.63548973759418,0.36451026240582,89.7518657314005
"pokemon_icon_178_00_shiny.png","178","_00","pokemon_icon_178_00_shiny.jpeg","#B6B850","#434130",6487,2407,182,184,80,67,65,48,"pokemon_icon_178_00.png","pokemon_icon_178_00.jpeg","#959E46","#423F31",6387,2521,149,158,70,66,63,49,43.1856457633784,2.44948974278318,12874,4928,0.72317717110437,0.27682282889563,13.7261876907381
"pokemon_icon_178_01_shiny.png","178","_01","pokemon_icon_178_01_shiny.jpeg","#B3B84F","#403E2F",6590,2359,179,184,79,64,62,47,"pokemon_icon_178_01.png","pokemon_icon_178_01.jpeg","#88B041","#69413C",5184,3703,136,176,65,105,65,60,45.9238500128201,43.1161222746202,11774,6062,0.660125588697017,0.339874411302983,44.07039708674
"pokemon_icon_179_00_shiny.png","179","_00","pokemon_icon_179_00_shiny.jpeg","#CF9ABE","#606972",3953,1278,207,154,190,96,105,114,"pokemon_icon_179_00.png","pokemon_icon_179_00.jpeg","#D7C796","#58676F",4035,1241,215,199,150,88,103,111,60.7371385562409,8.77496438739212,7988,2519,0.760255068049872,0.239744931950128,21.2326322974835
"pokemon_icon_180_00_shiny.png","180","_00","pokemon_icon_180_00_shiny.jpeg","#DBA6BA","#526858",3998,599,219,166,186,82,104,88,"pokemon_icon_180_00.png","pokemon_icon_180_00.jpeg","#D39CB1","#4E5B6C",3856,597,211,156,177,78,91,108,15.6524758424985,24.1867732448956,7854,1196,0.867845303867403,0.132154696132597,23.0589257649766
"pokemon_icon_181_00_shiny.png","181","_00","pokemon_icon_181_00_shiny.jpeg","#CB8FBE","#4D496B",6492,1056,203,143,190,77,73,107,"pokemon_icon_181_00.png","pokemon_icon_181_00.jpeg","#E5C145","#654A3D",6309,1025,229,193,69,101,74,61,133.480335630384,51.8941229813165,12801,2081,0.860166644268244,0.139833355731756,63.3025968774803
"pokemon_icon_182_00_shiny.png","182","_00","pokemon_icon_182_00_shiny.jpeg","#DDB6B1","#64A66F",2065,1761,221,182,177,100,166,111,"pokemon_icon_182_00.png","pokemon_icon_182_00.jpeg","#9ABB6D","#EF7C45",2843,821,154,187,109,239,124,69,95.5928867646542,151.158856836111,4908,2582,0.655273698264352,0.344726301735648,132.003805471024
"pokemon_icon_183_00_shiny.png","183","_00","pokemon_icon_183_00_shiny.jpeg","#8AD98B","#86914A",1780,527,138,217,139,134,145,74,"pokemon_icon_183_00.png","pokemon_icon_183_00.jpeg","#49A5DD","#BE666B",1833,261,73,165,221,190,102,107,116.846052564903,77.9358710735949,3613,788,0.820949784139968,0.179050215860032,84.9027474687665
"pokemon_icon_184_00_shiny.png","184","_00","pokemon_icon_184_00_shiny.jpeg","#E9B738","#D4BDA4",4074,1008,233,183,56,212,189,164,"pokemon_icon_184_00.png","pokemon_icon_184_00.jpeg","#47A8D8","#89545D",4109,484,71,168,216,137,84,93,228.186327373048,147.278647467988,8183,1492,0.84578811369509,0.15421188630491,159.755573402701
"pokemon_icon_185_00_shiny.png","185","_00","pokemon_icon_185_00_shiny.jpeg","#9EA862","#8E5942",4126,3698,158,168,98,142,89,66,"pokemon_icon_185_00.png","pokemon_icon_185_00.jpeg","#A67D5B","#4CA96A",5265,2507,166,125,91,76,169,106,44.2944691807002,111.157545852722,9391,6205,0.60214157476276,0.39785842523724,84.5555074614746
"pokemon_icon_185_01_shiny.png","185","_01","pokemon_icon_185_01_shiny.jpeg","#9EA762","#8D5942",3994,3661,158,167,98,141,89,66,"pokemon_icon_185_01.png","pokemon_icon_185_01.jpeg","#A67C5A","#4CA869",5107,2505,166,124,90,76,168,105,44.4634681508314,109.485158811594,9101,6166,0.596122355407087,0.403877644592913,83.2243515400763
"pokemon_icon_186_00_shiny.png","186","_00","pokemon_icon_186_00_shiny.jpeg","#3E98D6","#D2A9EB",7384,3477,62,152,214,210,169,235,"pokemon_icon_186_00.png","pokemon_icon_186_00.jpeg","#B8DB69","#71A342",6183,5101,184,219,105,113,163,66,176.78800864312,194.951275964021,13567,8578,0.61264393768345,0.38735606231655,187.915624255794
"pokemon_icon_186_01_shiny.png","186","_01","pokemon_icon_186_01_shiny.jpeg","#3E98D6","#D4ABEC",7426,3551,62,152,214,212,171,236,"pokemon_icon_186_01.png","pokemon_icon_186_01.jpeg","#B8DB69","#70A341",6226,5053,184,219,105,112,163,65,176.78800864312,198.254886446715,13652,8604,0.613407620416966,0.386592379583034,189.955955074405
"pokemon_icon_187_00_shiny.png","187","_00","pokemon_icon_187_00_shiny.jpeg","#80C341","#C3EA72",2703,1201,128,195,65,195,234,114,"pokemon_icon_187_00.png","pokemon_icon_187_00.jpeg","#EB97AE","#90B14A",2342,1553,235,151,174,144,177,74,158.952823189775,86.3133825081603,5045,2754,0.646877804846775,0.353122195153225,111.963981256355
"pokemon_icon_188_00_shiny.png","188","_00","pokemon_icon_188_00_shiny.jpeg","#E47DCA","#BC649B",2932,2297,228,125,202,188,100,155,"pokemon_icon_188_00.png","pokemon_icon_188_00.jpeg","#6EA431","#EDED7E",4885,1211,110,164,49,237,237,126,197.11418010889,148.361046100383,7817,3508,0.690242825607064,0.309757174392936,163.462679133658
"pokemon_icon_189_00_shiny.png","189","_00","pokemon_icon_189_00_shiny.jpeg","#F3E1BA","#DA8DA0",3052,2624,243,225,186,218,141,160,"pokemon_icon_189_00.png","pokemon_icon_189_00.jpeg","#EFE1B1","#7890C2",3072,2591,239,225,177,120,144,194,9.8488578017961,103.773792452623,6124,5215,0.540082899726607,0.459917100273393,60.5761088646466
"pokemon_icon_190_00_shiny.png","190","_00","pokemon_icon_190_00_shiny.jpeg","#E395AD","#AE6178",3301,1757,227,149,173,174,97,120,"pokemon_icon_190_00.png","pokemon_icon_190_00.jpeg","#9C72A1","#DCC9A9",2956,2153,156,114,161,220,201,169,80.0624756049924,123.826491511308,6257,3910,0.615422445165732,0.384577554834268,106.995833284329
"pokemon_icon_190_01_shiny.png","190","_01","pokemon_icon_190_01_shiny.jpeg","#E193AB","#AC5F77",3435,1635,225,147,171,172,95,119,"pokemon_icon_190_01.png","pokemon_icon_190_01.jpeg","#9C72A1","#DCC9A9",2998,2148,156,114,161,220,201,169,77.1362431027076,126.649121591901,6433,3783,0.629698512137823,0.370301487862177,108.314429019013
"pokemon_icon_191_00_shiny.png","191","_00","pokemon_icon_191_00_shiny.jpeg","#E5C964","#62442A",1232,602,229,201,100,98,68,42,"pokemon_icon_191_00.png","pokemon_icon_191_00.jpeg","#D9D369","#554631",1204,633,217,211,105,85,70,49,16.4012194668567,14.8996644257513,2436,1235,0.663579406156361,0.336420593843639,15.4048184643689
"pokemon_icon_192_00_shiny.png","192","_00","pokemon_icon_192_00_shiny.jpeg","#EAE58D","#A8A758",2063,1855,234,229,141,168,167,88,"pokemon_icon_192_00.png","pokemon_icon_192_00.jpeg","#E4CB4E","#89C26E",1838,1802,228,203,78,137,194,110,68.4178339323893,46.6261729074991,3901,3657,0.516141836464673,0.483858163535327,57.1702459913868
"pokemon_icon_193_00_shiny.png","193","_00","pokemon_icon_193_00_shiny.jpeg","#759B5E","#3E8ADA",1329,1201,117,155,94,62,138,218,"pokemon_icon_193_00.png","pokemon_icon_193_00.jpeg","#A58049","#DAD0CC",2309,1797,165,128,73,218,208,204,58.9406481131655,171.557570512059,3638,2998,0.548221820373719,0.451778179626281,120.679702315573
"pokemon_icon_194_00_shiny.png","194","_00","pokemon_icon_194_00_shiny.jpeg","#EDC9D7","#C394A4",1252,1162,237,201,215,195,148,164,"pokemon_icon_194_00.png","pokemon_icon_194_00.jpeg","#A7D1E8","#7292AC",1345,1123,167,209,232,114,146,172,72.4775827411483,81.4186710773395,2597,2285,0.531954117165096,0.468045882834904,77.233831493522
"pokemon_icon_194_01_shiny.png","194","_01","pokemon_icon_194_01_shiny.jpeg","#EDC8D7","#BF92A6",1202,1038,237,200,215,191,146,166,"pokemon_icon_194_01.png","pokemon_icon_194_01.jpeg","#A4D3E9","#6E91AC",1278,1035,164,211,233,110,145,172,75.9868409660515,81.2280739646091,2480,2073,0.54469580496376,0.45530419503624,78.8417185932034
"pokemon_icon_195_00_shiny.png","195","_00","pokemon_icon_195_00_shiny.jpeg","#B47EB9","#D69DDB",8606,8130,180,126,185,214,157,219,"pokemon_icon_195_00.png","pokemon_icon_195_00.jpeg","#7AA4C1","#99CEE5",8664,8204,122,164,193,153,206,229,69.7997134664606,78.8796551716601,17270,16334,0.513926913462683,0.486073086537317,74.4661398814349
"pokemon_icon_195_01_shiny.png","195","_01","pokemon_icon_195_01_shiny.jpeg","#B47EB9","#D69DDB",8606,8130,180,126,185,214,157,219,"pokemon_icon_195_01.png","pokemon_icon_195_01.jpeg","#7AA4C1","#99CEE5",8664,8204,122,164,193,153,206,229,69.7997134664606,78.8796551716601,17270,16334,0.513926913462683,0.486073086537317,74.4661398814349
"pokemon_icon_196_00_07_shiny.png","196","_00_07","pokemon_icon_196_00_07_shiny.jpeg","#3D905B","#69DC6E",2195,2010,61,144,91,105,220,110,"pokemon_icon_196_00_07.png","pokemon_icon_196_00_07.jpeg","#C99CCD","#4F5A87",2748,669,201,156,205,79,90,135,180.941979650937,134.911081827995,4943,2679,0.648517449488323,0.351482550511677,151.090139197145
"pokemon_icon_196_00_shiny.png","196","_00","pokemon_icon_196_00_shiny.jpeg","#3E8E5B","#65DF6A",2164,2106,62,142,91,101,223,106,"pokemon_icon_196_00.png","pokemon_icon_196_00.jpeg","#CA9CCE","#4D5786",2656,668,202,156,206,77,87,134,181.716812650894,140.911319630468,4820,2774,0.634711614432447,0.365288385567553,155.817092298188
"pokemon_icon_197_00_07_shiny.png","197","_00_07","pokemon_icon_197_00_07_shiny.jpeg","#475355","#83B8DA",5728,1375,71,83,85,131,184,218,"pokemon_icon_197_00_07.png","pokemon_icon_197_00_07.jpeg","#3E4C4E","#D8CE91",5719,1409,62,76,78,216,206,145,13.3790881602597,114.184061935105,11447,2784,0.804370739933947,0.195629260066053,94.4636595045545
