"jpeg_img","colour_1","colour_2","colour_3","colour_1_count","colour_2_count","colour_3_count"
"pokemon_icon_043_00_shiny.jpeg","#FFFFFF","#B9E554","#6CAC3B",63331,1161,1044
"pokemon_icon_044_00.jpeg","#FFFFFF","#5F788E","#D28960",60259,3195,2082
"pokemon_icon_044_00_shiny.jpeg","#FFFFFF","#6B8A4F","#CEBC68",60099,3117,2320
"pokemon_icon_044_01.jpeg","#FFFFFF","#5F788E","#D38A60",60341,3200,1995
"pokemon_icon_044_01_shiny.jpeg","#FFFFFF","#6C8A4F","#D0BD68",60172,3142,2222
"pokemon_icon_045_00.jpeg","#FFFEFE","#66738C","#E78886",53489,6579,5468
"pokemon_icon_045_00_shiny.jpeg","#FFFFFE","#5F9056","#E7A249",52876,6333,6327
"pokemon_icon_045_01.jpeg","#FFFEFE","#63758E","#DE7F7F",54336,6214,4986
"pokemon_icon_045_01_shiny.jpeg","#FFFFFE","#5D9157","#E19A47",53840,6160,5536
"pokemon_icon_046_00.jpeg","#FFFFFF","#EBA963","#B96F3C",63549,1231,756
"pokemon_icon_046_00_shiny.jpeg","#FFFFFF","#F28F55","#C34F38",63543,1265,728
"pokemon_icon_047_00.jpeg","#FFFFFF","#E48D43","#E69FB6",57945,4032,3559
"pokemon_icon_047_00_shiny.jpeg","#FFFFFF","#DDB563","#BE854E",57920,4292,3324
"pokemon_icon_048_00.jpeg","#FFFFFF","#6B5289","#A884B0",58136,3887,3513
"pokemon_icon_048_00_shiny.jpeg","#FFFFFF","#5160A6","#9C8ABA",58144,4372,3020
"pokemon_icon_049_00.jpeg","#FEFEFF","#B6A2C9","#897899",54485,8455,2596
"pokemon_icon_049_00_shiny.jpeg","#FEFFFF","#5573A0","#92AED4",53665,7654,4217
"pokemon_icon_050_00.jpeg","#FFFFFF","#948476","#CEAF93",63281,1585,670
"pokemon_icon_050_00_shiny.jpeg","#FFFFFF","#948475","#CAAD8F",63233,1521,782
"pokemon_icon_050_61.jpeg","#FFFFFF","#BF9B7F","#4A4846",63218,1459,859
"pokemon_icon_050_61_shiny.jpeg","#FFFFFF","#AE4328","#4E5054",63260,1253,1023
"pokemon_icon_051_00.jpeg","#FFFFFF","#8E7A6A","#C7A78B",57739,4836,2961
"pokemon_icon_051_00_shiny.jpeg","#FFFFFF","#907A68","#C6A88A",57555,4862,3119
"pokemon_icon_051_61.jpeg","#FFFFFF","#D3B67C","#594E45",54927,7605,3004
"pokemon_icon_051_61_shiny.jpeg","#FFFFFF","#6F3F36","#E1CB80",54680,5836,5020
"pokemon_icon_052_00.jpeg","#FFFFFF","#DACAA7","#785E3A",63628,1498,410
"pokemon_icon_052_00_shiny.jpeg","#FFFFFF","#D4C192","#745244",63272,1874,390
"pokemon_icon_052_31.jpeg","#FFFFFF","#A79981","#3D3E39",62887,2193,456
"pokemon_icon_052_31_shiny.jpeg","#FFFFFF","#D8C883","#3F433A",62922,2157,457
"pokemon_icon_052_61.jpeg","#FFFFFF","#C5CDE7","#8B8F9A",63336,1567,633
"pokemon_icon_052_61_shiny.jpeg","#FFFFFF","#90A9E6","#6F79A6",63064,1284,1188
"pokemon_icon_053_00.jpeg","#FFFFFF","#E8D6A7","#B7A478",52744,7311,5481
"pokemon_icon_053_00_shiny.jpeg","#FFFFFF","#E5E1AE","#B6AF7E",52746,7515,5275
"pokemon_icon_053_61.jpeg","#FFFFFF","#919AC8","#C8D0EF",51608,7428,6500
"pokemon_icon_053_61_shiny.jpeg","#FFFFFF","#6075B8","#8DA7E9",51188,8281,6067
"pokemon_icon_054_00.jpeg","#FFFFFE","#EED685","#C5A355",60032,3540,1964
"pokemon_icon_054_00_shiny.jpeg","#FEFFFF","#97DBE2","#6AA5B6",59917,3539,2080
"pokemon_icon_055_00.jpeg","#FEFFFE","#5D7CA0","#91B6CF",53931,5887,5718
"pokemon_icon_055_00_shiny.jpeg","#FEFFFE","#46679A","#7F9DC7",53737,6846,4953
"pokemon_icon_056_00.jpeg","#FFFFFF","#B49782","#E3D0C4",62736,1524,1276
"pokemon_icon_056_00_shiny.jpeg","#FFFFFF","#C2D9AD","#919066",62645,1456,1435
"pokemon_icon_057_00.jpeg","#FFFFFF","#E6CEBA","#A4836A",52624,7255,5657
"pokemon_icon_057_00_shiny.jpeg","#FFFFFF","#DFBD99","#72693B",52682,7983,4871
"pokemon_icon_058_00.jpeg","#FFFFFF","#EDCA9C","#B1764E",59688,3249,2599
"pokemon_icon_058_00_shiny.jpeg","#FFFFFE","#CCBD75","#5B553A",60141,4797,598
"pokemon_icon_059_00.jpeg","#FFFEFD","#E5BC8F","#A46A42",44962,14721,5853
"pokemon_icon_059_00_shiny.jpeg","#FFFFFD","#D5D9A0","#B2A12F",44845,13763,6928
"pokemon_icon_060_00.jpeg","#FEFFFF","#7197C2","#374B69",62137,1838,1561
"pokemon_icon_060_00_shiny.jpeg","#FEFFFF","#7FA5D7","#3C4A64",62032,2398,1106
"pokemon_icon_061_00.jpeg","#FDFEFE","#7499CC","#314166",55711,5360,4465
"pokemon_icon_061_00_shiny.jpeg","#FDFEFE","#6EA8D2","#2F4659",55537,6577,3422
"pokemon_icon_062_00.jpeg","#FDFEFE","#456791","#A6B5C8",45888,13253,6395
"pokemon_icon_062_00_shiny.jpeg","#FBFCFD","#89AC89","#3F553F",47118,12936,5482
"pokemon_icon_063_00.jpeg","#FFFFFF","#EED64C","#9A7945",60233,3988,1315
"pokemon_icon_063_00_shiny.jpeg","#FFFFFF","#E6D881","#84624B",60182,4503,851
"pokemon_icon_064_00.jpeg","#FFFEFE","#E4C441","#876956",52294,9518,3724
"pokemon_icon_064_00_shiny.jpeg","#FFFFFE","#E0D17C","#926D50",52018,9216,4302
"pokemon_icon_064_01.jpeg","#FFFFFE","#E4C440","#876956",52369,9427,3740
"pokemon_icon_064_01_shiny.jpeg","#FFFFFE","#E0D07B","#916D50",52183,9083,4270
"pokemon_icon_065_00.jpeg","#FEFEFD","#EACF4B","#7F6657",50932,9934,4670
"pokemon_icon_065_00_shiny.jpeg","#FEFEFD","#EDCC4A","#BF6684",50859,9977,4700
"pokemon_icon_065_01.jpeg","#FEFEFD","#EACF48","#7F6658",51190,9411,4935
"pokemon_icon_065_01_shiny.jpeg","#FEFEFD","#EDCB47","#C16785",51146,9409,4981
"pokemon_icon_066_00.jpeg","#FFFFFF","#B0D3D9","#8BA2A6",60923,2670,1943
"pokemon_icon_066_00_shiny.jpeg","#FFFFFF","#BCBD7F","#9A955D",60960,2660,1916
"pokemon_icon_067_00.jpeg","#FFFFFF","#A3ABDD","#766D8E",47184,11367,6985
"pokemon_icon_067_00_shiny.jpeg","#FFFFFE","#8AB677","#557856",47135,11772,6629
"pokemon_icon_068_00.jpeg","#FEFEFE","#8FA6C7","#65738D",47253,10949,7334
"pokemon_icon_068_00_shiny.jpeg","#FEFFFE","#8DAF57","#607C34",47041,10427,8068
"pokemon_icon_069_00.jpeg","#FFFFFF","#C4E67E","#938E54",63833,1176,527
"pokemon_icon_069_00_shiny.jpeg","#FFFFFF","#F6EA63","#BD9759",63855,1178,503
"pokemon_icon_070_00.jpeg","#FFFFFF","#819F66","#E3DB52",57682,4663,3191
"pokemon_icon_070_00_shiny.jpeg","#FFFFFF","#B7D263","#36322A",57815,7154,567
"pokemon_icon_071_00.jpeg","#FFFFFE","#B6CA62","#2A2E1D",47428,16779,1329
"pokemon_icon_071_00_shiny.jpeg","#FEFEFE","#BCBE77","#42402C",47896,15924,1716
"pokemon_icon_072_00.jpeg","#FFFFFF","#9BC1D8","#906F7C",62777,1822,937
"pokemon_icon_072_00_shiny.jpeg","#FFFFFF","#ADA0B3","#4D8834",63266,1779,491
"pokemon_icon_073_00.jpeg","#FEFFFF","#917078","#90C3E0",50983,8334,6219
"pokemon_icon_073_00_shiny.jpeg","#FEFFFE","#A8AFBD","#318E88",51075,9979,4482
"pokemon_icon_074_00.jpeg","#FFFFFF","#A6A49A","#7C786E",60431,2880,2225
"pokemon_icon_074_00_shiny.jpeg","#FFFFFF","#DFBB51","#AB8938",60456,2927,2153
"pokemon_icon_074_61.jpeg","#FFFFFF","#ABBED5","#6A768F",60434,2658,2444
"pokemon_icon_074_61_shiny.jpeg","#FFFFFF","#E99840","#926437",60319,3158,2059
"pokemon_icon_075_00.jpeg","#FFFFFF","#B4B7AA","#858477",51322,8579,5635
"pokemon_icon_075_00_shiny.jpeg","#FFFFFF","#B08831","#835F20",51335,7615,6586
"pokemon_icon_075_61.jpeg","#FFFFFF","#A3B1B7","#646E79",50989,9402,5145
"pokemon_icon_075_61_shiny.jpeg","#FFFFFE","#B06526","#784721",50812,8193,6531
"pokemon_icon_076_00.jpeg","#FFFEFE","#A49886","#746D62",44132,10802,10602
"pokemon_icon_076_00_shiny.jpeg","#FFFFFE","#917547","#D1B083",44133,12822,8581
"pokemon_icon_076_61.jpeg","#FEFEFE","#4E5151","#9F9482",42377,12655,10504
"pokemon_icon_076_61_shiny.jpeg","#FEFEFE","#4F4D46","#A67C47",42444,12665,10427
"pokemon_icon_077_00.jpeg","#FFFFFE","#D3BD7D","#F69B0D",56364,5747,3425
"pokemon_icon_077_00_shiny.jpeg","#FEFFFF","#D5C180","#2B9FEA",56707,5065,3764
"pokemon_icon_077_31.jpeg","#FEFEFE","#B1A9CF","#3F1E59",56801,8384,351
"pokemon_icon_077_31_shiny.jpeg","#FFFFFE","#CDD8B9","#66A68F",56911,6626,1999
"pokemon_icon_078_00.jpeg","#FFFFFE","#FB9E05","#D2BD7E",48710,8825,8001
"pokemon_icon_078_00_shiny.jpeg","#FDFEFE","#9BB1D9","#D7C281",50656,7927,6953
"pokemon_icon_078_31.jpeg","#FEFEFE","#C2B2D2","#877AA2",50792,10030,4714
"pokemon_icon_078_31_shiny.jpeg","#FEFEFE","#C9CFAB","#4F8270",51505,11464,2567
"pokemon_icon_079_00.jpeg","#FFFFFF","#F1B9C6","#B98092",57094,4609,3833
"pokemon_icon_079_00_shiny.jpeg","#FFFFFF","#EECFD3","#C39EAA",56853,4819,3864
"pokemon_icon_079_31.jpeg","#FFFEFE","#CE889F","#EACE0B",58924,5442,1170
"pokemon_icon_079_31_shiny.jpeg","#FFFFFF","#D5B60A","#DDC188",58319,5543,1674
"pokemon_icon_080_00.jpeg","#FEFEFE","#DEB7C4","#B17F88",49194,10310,6032
"pokemon_icon_080_00_shiny.jpeg","#FEFEFE","#B09CDB","#A4875E",48370,9776,7390
"pokemon_icon_081_00.jpeg","#FFFFFF","#A8BDCC","#6D7586",63606,1127,803
"pokemon_icon_081_00_shiny.jpeg","#FFFFFF","#B5AC8F","#48453E",63819,1335,382
"pokemon_icon_082_00.jpeg","#FFFFFF","#6D7685","#A2B3C0",59856,3074,2606
"pokemon_icon_082_00_shiny.jpeg","#FFFFFE","#4C4943","#B1A486",59927,3219,2390
"pokemon_icon_083_00.jpeg","#FFFFFF","#C2A87D","#776A4B",60755,2766,2015
"pokemon_icon_083_00_shiny.jpeg","#FFFFFF","#EAB998","#BC8D4B",60897,2410,2229
"pokemon_icon_083_31.jpeg","#FFFFFF","#4E5C3D","#CCBE93",57259,5074,3203
"pokemon_icon_083_31_shiny.jpeg","#FFFFFF","#5A6648","#DBC393",57254,5066,3216
"pokemon_icon_084_00.jpeg","#FFFFFE","#E2AB7B","#916245",59290,4188,2058
"pokemon_icon_084_00_shiny.jpeg","#FFFFFE","#BFD87F","#6F8744",59223,4223,2090
"pokemon_icon_084_01.jpeg","#FFFFFE","#E4B182","#AB704B",59185,4240,2111
"pokemon_icon_084_01_shiny.jpeg","#FFFFFE","#C6DB85","#819F4A",59145,4287,2104
"pokemon_icon_085_00.jpeg","#FFFEFE","#CF986E","#51463E",58243,5477,1816
"pokemon_icon_085_00_shiny.jpeg","#FFFFFE","#BBCB73","#575C41",57552,5477,2507
"pokemon_icon_085_01.jpeg","#FFFFFE","#DEAD83","#896148",57770,4936,2830
"pokemon_icon_085_01_shiny.jpeg","#FFFFFE","#C4D077","#6A7547",57522,5379,2635
"pokemon_icon_086_00.jpeg","#FFFFFF","#959CAC","#D3D7DB",61792,2168,1576
"pokemon_icon_086_00_shiny.jpeg","#FFFFFF","#A5A18F","#E0DAC6",61834,2142,1560
"pokemon_icon_087_00.jpeg","#FEFEFE","#A6B1C1","#343536",62928,2546,62
"pokemon_icon_087_00_shiny.jpeg","#FFFFFF","#E7E4C4","#A1A18B",59947,3568,2021
"pokemon_icon_088_00.jpeg","#FFFFFF","#A48ABC","#5D4C6E",53506,7848,4182
"pokemon_icon_088_00_shiny.jpeg","#FFFFFF","#89B097","#4A6851",53445,7986,4105
"pokemon_icon_088_61.jpeg","#FFFFFF","#6DB297","#3F7268",52326,8600,4610
"pokemon_icon_088_61_shiny.jpeg","#FFFFFF","#B592C7","#604671",52513,10040,2983
"pokemon_icon_089_00.jpeg","#FFFEFF","#9F8DB0","#574A5E",49046,11017,5473
"pokemon_icon_089_00_shiny.jpeg","#FFFFFE","#849981","#445343",48803,10972,5761
"pokemon_icon_089_61.jpeg","#FEFDFD","#6C7090","#E1DB48",49723,9882,5931
"pokemon_icon_089_61_shiny.jpeg","#FDFCFD","#806596","#E8D747",50819,8847,5870
"pokemon_icon_090_00.jpeg","#FFFFFF","#AF95D1","#3D3266",62802,1535,1199
"pokemon_icon_090_00_shiny.jpeg","#FFFFFF","#E49967","#4D2E46",62842,1627,1067
"pokemon_icon_091_00.jpeg","#FFFEFF","#9A88C7","#4E4270",51491,8215,5830
"pokemon_icon_091_00_shiny.jpeg","#FEFEFF","#364573","#6184BB",51586,7486,6464
"pokemon_icon_092_00.jpeg","#FDFCFD","#775E86","#261F23",48302,11626,5608
"pokemon_icon_092_00_shiny.jpeg","#FDFCFD","#5971A0","#521859",45723,14094,5719
"pokemon_icon_093_00.jpeg","#FFFEFF","#9B8BBE","#645B87",52093,7847,5596
"pokemon_icon_093_00_shiny.jpeg","#FFFEFF","#958AC1","#625B89",52076,7826,5634
"pokemon_icon_094_00.jpeg","#FEFEFE","#665D8D","#9789C0",45733,9938,9865
"pokemon_icon_094_00_11.jpeg","#FEFDFD","#8E82B7","#6F5078",46015,11093,8428
"pokemon_icon_094_00_11_shiny.jpeg","#FEFDFD","#6B5573","#9188A7",45756,10572,9208
"pokemon_icon_094_00_shiny.jpeg","#FEFEFE","#625E7F","#938CAD",45654,10797,9085
"pokemon_icon_095_00.jpeg","#FFFEFF","#A59EB8","#727391",44299,11507,9730
"pokemon_icon_095_00_shiny.jpeg","#FFFFFE","#95A349","#70802C",44131,11639,9766
"pokemon_icon_096_00.jpeg","#FFFFFF","#EBD742","#655C4D",54968,6469,4099
"pokemon_icon_096_00_shiny.jpeg","#FFFFFF","#E3B2B8","#8B454F",55212,6071,4253
"pokemon_icon_097_00.jpeg","#FDFDFD","#F0D844","#BB9F39",53031,7436,5069
"pokemon_icon_097_00_shiny.jpeg","#FFFEFE","#E796B5","#B9657E",52168,8151,5217
"pokemon_icon_097_01.jpeg","#FDFDFC","#F0D843","#B9A043",53275,7066,5195
"pokemon_icon_097_01_shiny.jpeg","#FFFEFE","#E69AB5","#B9657E",52057,8370,5109
"pokemon_icon_098_00.jpeg","#FFFEFE","#DCA57F","#955D3C",61690,3013,833
"pokemon_icon_098_00_shiny.jpeg","#FFFFFE","#CAC786","#7F7A46",61582,3171,783
"pokemon_icon_099_00.jpeg","#FEFDFC","#D7956A","#855135",50882,12293,2361
"pokemon_icon_099_00_shiny.jpeg","#FDFEFD","#A1B295","#687A60",50017,8993,6526
"pokemon_icon_100_00.jpeg","#FFFFFF","#EA8DAD","#9E6483",62442,1749,1345
"pokemon_icon_100_00_shiny.jpeg","#FFFFFF","#6AA8EE","#466DB9",62549,1859,1128
"pokemon_icon_101_00.jpeg","#FEFDFE","#844154","#BAB4C7",55516,5290,4730
"pokemon_icon_101_00_shiny.jpeg","#FEFEFE","#2C4B96","#B9B7C7",55230,5270,5036
"pokemon_icon_102_00.jpeg","#FFFFFF","#F3D5D3","#BA9997",59603,3591,2342
"pokemon_icon_102_00_shiny.jpeg","#FFFFFF","#F1CC6C","#B4914D",59642,3589,2305
"pokemon_icon_103_00.jpeg","#FFFFFE","#BFC28D","#72895A",54175,7739,3622
"pokemon_icon_103_00_shiny.jpeg","#FFFFFE","#CCB674","#927245",54291,7673,3572
"pokemon_icon_103_61.jpeg","#FFFFFE","#C7CA9D","#779060",59839,3861,1836
"pokemon_icon_103_61_shiny.jpeg","#FFFFFE","#D5B959","#956737",60090,3485,1961
"pokemon_icon_104_00.jpeg","#FFFFFF","#D4C8B9","#A6855C",63638,1158,740
"pokemon_icon_104_00_shiny.jpeg","#FFFFFF","#CDC0AE","#596541",63683,1183,670
"pokemon_icon_105_00.jpeg","#FEFEFE","#D1C4B0","#A08055",60554,2941,2041
"pokemon_icon_105_00_shiny.jpeg","#FEFEFE","#D0C7A5","#7B9746",60216,3108,2212
"pokemon_icon_105_61.jpeg","#FEFEFE","#82CB9B","#59485F",58519,4209,2808
"pokemon_icon_105_61_shiny.jpeg","#FEFEFE","#82D79B","#4F4E7A",58699,3453,3384
"pokemon_icon_106_00.jpeg","#FFFFFE","#C5AA8D","#91735B",53588,8118,3830
"pokemon_icon_106_00_shiny.jpeg","#FFFFFE","#A9BB7B","#71874E",53568,8036,3932
"pokemon_icon_107_00.jpeg","#FFFFFF","#D2B39E","#B37151",57370,4564,3602
"pokemon_icon_107_00_shiny.jpeg","#FFFFFF","#AFB69F","#62836B",57478,4409,3649
"pokemon_icon_108_00.jpeg","#FFFFFF","#EDB6BB","#B97781",49676,9131,6729
"pokemon_icon_108_00_shiny.jpeg","#FFFFFE","#E8CE8A","#B0924F",49527,8530,7479
"pokemon_icon_109_00.jpeg","#FFFFFF","#806AB6","#51437D",60777,2615,2144
"pokemon_icon_109_00_shiny.jpeg","#FFFFFF","#9BBCB3","#617F7C",60713,2868,1955
"pokemon_icon_110_00.jpeg","#FFFFFF","#624A6D","#9C7BAF",57277,4318,3941
"pokemon_icon_110_00_shiny.jpeg","#FFFFFF","#86BCAA","#537C71",57223,4295,4018
"pokemon_icon_110_31.jpeg","#FFFFFE","#899A80","#515555",50503,8203,6830
"pokemon_icon_110_31_shiny.jpeg","#FFFFFE","#715B41","#A3AF74",50438,10732,4366
"pokemon_icon_111_00.jpeg","#FFFFFF","#96A3BA","#6E7790",52933,8099,4504
"pokemon_icon_111_00_shiny.jpeg","#FFFFFF","#A26C52","#E29E76",52759,6437,6340
"pokemon_icon_111_01.jpeg","#FFFFFF","#96A4BB","#6F7891",52928,7978,4630
"pokemon_icon_111_01_shiny.jpeg","#FFFFFF","#E29E76","#A26C51",52759,6405,6372
"pokemon_icon_112_00.jpeg","#FEFEFD","#A6B2BB","#748094",45221,11806,8509
"pokemon_icon_112_00_shiny.jpeg","#FFFEFE","#CBBE9A","#9A8D71",44455,12307,8774
"pokemon_icon_112_01.jpeg","#FEFEFD","#A7B2BB","#748094",45202,11770,8564
"pokemon_icon_112_01_shiny.jpeg","#FFFEFE","#CCBE9A","#9A8D71",44438,12312,8786
"pokemon_icon_113_00.jpeg","#FFFFFF","#EFBBCE","#D18CA7",49819,8797,6920
"pokemon_icon_113_00_shiny.jpeg","#FFFFFF","#D9D0B1","#99AF92",49701,8998,6837
"pokemon_icon_114_00.jpeg","#FFFFFF","#7794B5","#495981",54008,5796,5732
"pokemon_icon_114_00_shiny.jpeg","#FFFFFF","#4F9337","#CA926D",53961,10268,1307
"pokemon_icon_115_00.jpeg","#FFFFFE","#8D6952","#DEC68F",42808,15984,6744
"pokemon_icon_115_00_shiny.jpeg","#FEFEFB","#797160","#B4AE98",45125,10320,10091
"pokemon_icon_116_00.jpeg","#FFFFFF","#91C6D9","#584545",63948,1455,133
"pokemon_icon_116_00_shiny.jpeg","#FFFFFF","#69C4BA","#448784",63915,910,711
"pokemon_icon_117_00.jpeg","#FFFFFE","#A8D9E3","#6DA0C2",55422,5398,4716
"pokemon_icon_117_00_shiny.jpeg","#FFFFFF","#8B6D94","#8E9CDE",54658,6786,4092
"pokemon_icon_118_00.jpeg","#FFFFFF","#DFC5BC","#CE7C60",63520,1397,619
"pokemon_icon_118_00_shiny.jpeg","#FFFFFF","#E1D1BD","#DC9E55",63427,1457,652
"pokemon_icon_118_01.jpeg","#FFFFFF","#DFC5BC","#CE7B60",63522,1401,613
"pokemon_icon_118_01_shiny.jpeg","#FFFFFF","#E1D1BD","#DD9E55",63429,1458,649
"pokemon_icon_119_00.jpeg","#FEFEFE","#A65D42","#CBB9B1",59971,2826,2739
"pokemon_icon_119_00_shiny.jpeg","#FEFEFD","#CAC6B6","#AC7035",58974,3600,2962
"pokemon_icon_119_01.jpeg","#FEFEFE","#A85E42","#CCBAB3",59934,2922,2680
"pokemon_icon_119_01_shiny.jpeg","#FEFEFD","#CBC7B8","#AE7135",58902,3578,3056
"pokemon_icon_120_00.jpeg","#FFFFFF","#B47C2A","#EBB842",59698,2921,2917
"pokemon_icon_120_00_shiny.jpeg","#FFFFFF","#727E41","#A8BC8D",59758,2943,2835
"pokemon_icon_121_00.jpeg","#FEFEFF","#7A7ACD","#A96E28",52513,8526,4497
"pokemon_icon_121_00_shiny.jpeg","#FFFFFF","#5575AF","#AD3838",52130,10544,2862
"pokemon_icon_122_00.jpeg","#FEFDFE","#CC95AC","#536581",57258,5350,2928
"pokemon_icon_122_00_shiny.jpeg","#FEFEFE","#688C6F","#C4BDBF",56513,5398,3625
"pokemon_icon_123_00.jpeg","#FFFFFF","#BBD7AF","#85B172",55607,5549,4380
"pokemon_icon_123_00_shiny.jpeg","#FFFFFF","#76B775","#C6CCC2",55483,6671,3382
"pokemon_icon_123_01.jpeg","#FFFFFF","#BAD6AE","#84B071",55356,5705,4475
"pokemon_icon_123_01_shiny.jpeg","#FFFFFF","#76B775","#C6CCC1",55216,6905,3415
"pokemon_icon_124_00.jpeg","#FEFEFA","#E64336","#C79B99",44829,11777,8930
"pokemon_icon_124_00_shiny.jpeg","#FEFDFC","#D587AF","#A45688",45512,12441,7583
"pokemon_icon_125_00.jpeg","#FFFFFE","#E4C468","#453F32",51067,10451,4018
"pokemon_icon_125_00_shiny.jpeg","#FFFEFE","#E98A69","#4D3835",51142,10423,3971
"pokemon_icon_126_00.jpeg","#FFFEFE","#D86125","#EFC35C",53053,7044,5439
"pokemon_icon_126_00_shiny.jpeg","#FFFEFE","#EF7F92","#AD4453",53369,8899,3268
"pokemon_icon_127_00.jpeg","#FEFEFE","#796256","#B5A49B",53592,6172,5772
"pokemon_icon_127_00_shiny.jpeg","#FFFFFE","#AEA7A1","#656387",52203,7461,5872
"pokemon_icon_128_00.jpeg","#FFFFFF","#7F6D63","#CA9F74",51939,9217,4380
"pokemon_icon_128_00_shiny.jpeg","#FFFFFF","#A3B972","#647A5D",51929,7842,5765
"pokemon_icon_129_00.jpeg","#FFFFFF","#D76045","#DEB188",61648,2336,1552
"pokemon_icon_129_00_shiny.jpeg","#FFFFFF","#ECC36D","#BA8440",61702,2859,975
"pokemon_icon_129_01.jpeg","#FFFFFF","#D76146","#DAB39D",61928,2358,1250
"pokemon_icon_129_01_shiny.jpeg","#FFFFFF","#DEA64E","#DFD2A4",61793,2446,1297
"pokemon_icon_130_00.jpeg","#FCFDFD","#2E6D87","#A4A7A3",48132,10019,7385
"pokemon_icon_130_00_shiny.jpeg","#FCFCFD","#9F3134","#C1968A",48403,11110,6023
"pokemon_icon_130_01.jpeg","#FCFDFD","#2F6C85","#A6A8A5",48388,9539,7609
"pokemon_icon_130_01_shiny.jpeg","#FCFCFD","#A13235","#C09B8E",48761,10868,5907
"pokemon_icon_131_00.jpeg","#FEFEFE","#B9ADA6","#5397C1",47062,9467,9007
"pokemon_icon_131_00_shiny.jpeg","#FFFEFF","#9D77C9","#D9B4A6",46554,9597,9385
"pokemon_icon_132_00.jpeg","#FFFFFF","#E0C0F4","#A572B5",61931,2440,1165
"pokemon_icon_132_00_shiny.jpeg","#FFFFFF","#8EE1FC","#5383CF",61221,3141,1174
"pokemon_icon_133_00.jpeg","#FFFFFF","#C89861","#663D17",63513,1400,623
"pokemon_icon_133_00_07.jpeg","#FFFFFF","#CDA275","#774C22",63503,1161,872
"pokemon_icon_133_00_07_shiny.jpeg","#FFFFFF","#B8B3A9","#433F37",63825,1298,413
"pokemon_icon_133_00_11.jpeg","#FFFFFF","#CD9B65","#76421D",63382,1365,789
"pokemon_icon_133_00_11_shiny.jpeg","#FFFFFF","#BCB6A8","#553C33",63705,1356,475
"pokemon_icon_133_00_shiny.jpeg","#FFFFFF","#BDBAAB","#434138",63785,1332,419
"pokemon_icon_134_00.jpeg","#FEFEFE","#77ACC9","#31698B",60643,3562,1331
"pokemon_icon_134_00_07.jpeg","#FEFEFE","#7BABC8","#366C8B",60645,3678,1213
"pokemon_icon_134_00_07_shiny.jpeg","#FFFFFF","#955E92","#CCA5C0",60331,2997,2208
"pokemon_icon_134_00_shiny.jpeg","#FFFEFE","#B884B1","#764074",60675,3562,1299
"pokemon_icon_135_00.jpeg","#FEFEFE","#D9BD63","#36252B",62021,3111,404
"pokemon_icon_135_00_07.jpeg","#FEFEFE","#D7BC64","#36252C",62107,3030,399
"pokemon_icon_135_00_07_shiny.jpeg","#FEFEFE","#ABC97C","#2F2E2D",61770,3328,438
"pokemon_icon_135_00_shiny.jpeg","#FEFFFE","#ACCB7A","#2F2E2E",61683,3406,447
"pokemon_icon_136_00.jpeg","#FFFFFF","#E9D790","#A25930",55663,7130,2743
"pokemon_icon_136_00_07.jpeg","#FFFFFF","#E8D590","#A05931",55670,7263,2603
"pokemon_icon_136_00_07_shiny.jpeg","#FFFFFF","#E9DA8D","#8C6532",55674,7515,2347
"pokemon_icon_136_00_shiny.jpeg","#FFFFFF","#EADB8C","#906730",55666,7391,2479
"pokemon_icon_137_00.jpeg","#FFFFFF","#3BA7B9","#CE4150",58363,4842,2331
"pokemon_icon_137_00_shiny.jpeg","#FFFFFF","#7263B1","#CF9EDB",58130,4328,3078
"pokemon_icon_138_00.jpeg","#FFFFFF","#78A29C","#EAEBB6",62452,1727,1357
"pokemon_icon_138_00_shiny.jpeg","#FFFFFF","#92747E","#E7D5AB",62455,1636,1445
"pokemon_icon_139_00.jpeg","#FEFEFC","#A5A880","#50B1D3",56861,4829,3846
"pokemon_icon_139_00_shiny.jpeg","#FFFFFF","#937A8C","#D4C8AB",54731,5984,4821
"pokemon_icon_140_00.jpeg","#FFFFFF","#E0A36F","#7B4E39",62940,1992,604
"pokemon_icon_140_00_shiny.jpeg","#FFFFFF","#8FCD6F","#476D43",62953,1848,735
"pokemon_icon_141_00.jpeg","#FFFEFE","#DBA262","#9F6938",54974,7595,2967
"pokemon_icon_141_00_shiny.jpeg","#FFFFFE","#9BCF41","#B1CDAC",54447,9002,2087
"pokemon_icon_142_00.jpeg","#FEFEFF","#A1A5CA","#59548E",57363,4895,3278
"pokemon_icon_142_00_shiny.jpeg","#FFFEFF","#AF89BF","#234287",57148,5670,2718
"pokemon_icon_143_00.jpeg","#FEFDFB","#0D5E76","#D5CDBD",43925,11895,9716
"pokemon_icon_143_00_shiny.jpeg","#FEFEFA","#204688","#DBD4BA",42922,11893,10721
"pokemon_icon_144_00.jpeg","#FEFFFF","#4777BD","#86BCE6",54818,6175,4543
"pokemon_icon_144_00_shiny.jpeg","#FEFFFF","#7197C6","#ABD8EF",54361,6237,4938
"pokemon_icon_145_00.jpeg","#FFFFFE","#E2B459","#28251F",55943,8217,1376
"pokemon_icon_145_00_shiny.jpeg","#FFFFFE","#D7A542","#25221C",55949,8269,1318
"pokemon_icon_146_00.jpeg","#FFFFFD","#F38927","#FBE332",53527,6774,5235
"pokemon_icon_146_00_shiny.jpeg","#FFFFFE","#FCB30B","#ED7C77",53250,6944,5342
